rule,type,nlc,dc,sql,link
"Where dual criminality is required for extradition, that requirement should be deemed to be satisfied regardless of whether both countries place the offence within the same category of offence, or denominate the offence by the same terminology, provided that both countries criminalise the conduct underlying the offence.",D,"Verify that where dual criminality is required for extradition, the requirement is considered satisfied if both countries criminalize the conduct underlying the offence, irrespective of whether the countries categorize or name the offence using the same terminology.",,,FALSE
"Consistent with fundamental principles of domestic law, countries should have simplified extradition mechanisms, such as allowing direct transmission of requests for provisional arrests between appropriate authorities, extraditing persons based only on warrants of arrests or judgments, or introducing a simplified extradition of consenting persons who waive formal extradition proceedings.",D,"Verify that, consistent with fundamental principles of domestic law, countries have simplified extradition mechanisms, such as allowing direct transmission of requests for provisional arrests between appropriate authorities, extraditing persons based only on warrants of arrests or judgments, or introducing a simplified extradition of consenting persons who waive formal extradition proceedings.",,,FALSE
"The authorities responsible for extradition should be provided with adequate financial, human and technical resources. ",D,"Verify that the authorities responsible for extradition are provided with adequate financial, human and technical resources.",,,FALSE
"Countries should have in place processes to ensure that the staff of such authorities maintain high professional standards, including standards concerning confidentiality, and should be of high integrity and be appropriately skilled.",D,"Verify that countries have in place processes to ensure that the staff of relevant authorities maintain high professional standards, including standards concerning confidentiality, and are of high integrity and appropriately skilled.",,,FALSE
"Countries should ensure that their competent authorities can rapidly, constructively and effectively provide the widest range of international cooperation in relation to money laundering, associated predicate offences and terrorist financing.",D,"Verify that countries' competent authorities can rapidly, constructively and effectively provide the widest range of international cooperation in relation to money laundering, associated predicate offences and terrorist financing.",,,FALSE
"Countries should do so both spontaneously and upon request, and there should be a lawful basis for providing cooperation.",D,"Verify that countries provide cooperation both spontaneously and upon request, and that there is a lawful basis for providing said cooperation.",,,FALSE
Countries should authorise their competent authorities to use the most efficient means to cooperate.,D,Verify that countries have authorised their competent authorities to use the most efficient means to cooperate.,,,FALSE
"Should a competent authority need bilateral or multilateral agreements or arrangements, such as a Memorandum of Understanding (MOU), these should be negotiated and signed in a timely way with the widest range of foreign counterparts.",D,"Verify that when a competent authority needs bilateral or multilateral agreements or arrangements, such as a Memorandum of Understanding (MOU), they are negotiated and signed in a timely way with the widest range of foreign counterparts.",,,FALSE
Competent authorities should use clear channels or mechanisms for the effective transmission and execution of requests for information or other types of assistance.,D,Verify that competent authorities use clear channels or mechanisms for the effective transmission and execution of requests for information or other types of assistance.,,,FALSE
"Competent authorities should have clear and efficient processes for the prioritisation and timely execution of requests, and for safeguarding the information received.",D,"Verify that competent authorities have clear and efficient processes for the prioritisation and timely execution of requests, and for safeguarding the information received.",,,FALSE
"In determining how the RBA should be implemented in a sector, countries should consider the capacity and anti-money laundering/countering the financing of terrorism (AML/CFT) experience of the relevant sector.",D,"Verify that in determining how the RBA should be implemented in a sector, countries consider the capacity and anti-money laundering/countering the financing of terrorism (AML/CFT) experience of the relevant sector.",,,FALSE
"Countries should understand that the discretion afforded, and responsibility imposed on, financial institutions and designated non-financial businesses and professions (DNFBPs) by the RBA is more appropriate in sectors with greater AML/CFT capacity and experience.",D,"Verify that the discretion afforded, and responsibility imposed on, financial institutions and designated non-financial businesses and professions (DNFBPs) by the RBA is more appropriate in sectors with greater AML/CFT capacity and experience.",,,FALSE
This should not exempt financial institutions and DNFBPs from the requirement to apply enhanced measures when they identify higher risk scenarios.,D,Verify that financial institutions and DNFBPs are not exempt from the requirement to apply enhanced measures when they identify higher risk scenarios.,,,FALSE
"By adopting a risk-based approach, competent authorities, financial institutions and DNFBPs should be able to ensure that measures to prevent or mitigate money laundering and terrorist financing are proportionate to the risks identified, and would enable them to make decisions on how to allocate their own resources in the most effective way.",D,"Verify that competent authorities, financial institutions and DNFBPs, by adopting a risk-based approach, ensure that measures to prevent or mitigate money laundering and terrorist financing are proportionate to the risks identified, and are able to make decisions on how to allocate their own resources in the most effective way.",,,FALSE
"In implementing a RBA, financial institutions and DNFBPs should have in place processes to identify, assess, monitor, manage and mitigate money laundering and terrorist financing risks.",D,"Verify that in implementing a RBA, financial institutions and DNFBPs have in place processes to identify, assess, monitor, manage and mitigate money laundering and terrorist financing risks.",,,FALSE
"The general principle of a RBA is that, where there are higher risks, countries should require financial institutions and DNFBPs to take enhanced measures to manage and mitigate those risks; and that, correspondingly, where the risks are lower, countries should allow and encourage2 financial institutions and DNFBPs to take simplified measures.",D,"Verify that where there are higher risks, countries require financial institutions and DNFBPs to take enhanced measures to manage and mitigate those risks, and that, correspondingly, where the risks are lower, countries allow and encourage financial institutions and DNFBPs to take simplified measures.",,,FALSE
"Countries should identify areas of lower risk, for example, through their national or sub-national risk assessments, to support financial institutions and DNFBPs to apply measures proportionate to those risks.",D,"Verify that countries identify areas of lower risk, for example, through their national or sub-national risk assessments, to support financial institutions and DNFBPs in applying measures proportionate to those risks.",,,FALSE
Countries should provide guidance or information to financial institutions and DNFBPs on the possible approaches for the implementation of simplified measures where the risks are lower. ,D,Verify that countries provide guidance or information to financial institutions and DNFBPs on the possible approaches for the implementation of simplified measures where the risks are lower.,,,FALSE
"However, simplified measures should not be permitted whenever there is a suspicion of money laundering or terrorist financing.",D,Verify that simplified measures are not permitted whenever there is a suspicion of money laundering or terrorist financing.,,,FALSE
"Countries may also, in limited circumstances and where there is an assessedlow risk of money laundering and terrorist financing, decide not to apply certain Recommendations to a particular type of financial institution or activity, or DNFBP (see below).",D,"Check if countries that decide not to apply certain Recommendations to a particular type of financial institution, activity, or DNFBP, do so only in limited circumstances and where there is an assessed low risk of money laundering and terrorist financing.",,,FALSE
"Equally, if countries determine through their risk assessments that there are types of institutions, activities, businesses or professions that are at risk of abuse from money laundering and terrorist financing, and which do not fall under the definition of financial institution or DNFBP, they should consider applying AML/CFT requirements to such sectors.",D,"Verify that where countries have determined through their risk assessments that certain types of institutions, activities, businesses or professions are at risk of abuse from money laundering and terrorist financing and do not fall under the definition of a financial institution or DNFBP, AML/CFT requirements have been applied to such sectors.",,,FALSE
"For example, encouragement can take the form of guidance issued by the government, supervisor or other competent authority to improve understanding of the circumstances when simplified measures may be appropriate and what form they may take, or outreach or other forms of engagement with financial institutions and DNFBPs.",O,"Verify that encouragement takes the form of guidance issued by the government, supervisor or other competent authority to improve understanding of the circumstances when simplified measures may be appropriate and what form they may take, or outreach or other forms of engagement with financial institutions and DNFBPs.",,,FALSE
"In the context of Recommendation 1, “proliferation financing risk” refers strictly and only to the potential breach, non-implementation or evasion of the targeted financial sanctions obligations referred to in Recommendation 7.",O,"Verify that in the context of Recommendation 1, “proliferation financing risk” refers strictly and only to the potential breach, non-implementation or evasion of the targeted financial sanctions obligations referred to in Recommendation 7.",,,FALSE
"In determining the measures to mitigate proliferation financing risks in a sector, countries should consider the proliferation financing risks associated with the relevant sector. ",D,"Verify that in determining the measures to mitigate proliferation financing risks in a sector, countries consider the proliferation financing risks associated with the relevant sector.",,,FALSE
"By adopting risk-based measures, competent authorities, financial institutions and DNFBPs should be able to ensure that these measures are proportionate to the risks identified, and that would enable them to make decisions on how to allocate their own resources in the most effective way.",D,"Verify that the risk-based measures adopted by competent authorities, financial institutions and DNFBPs are proportionate to the identified risks and enable them to make decisions on how to allocate their own resources in the most effective way.",,,FALSE
"Financial institutions and DNFBPs should have in place processes to identify, assess, monitor, manage and mitigate proliferation financing risks.",D,"Verify that Financial institutions and DNFBPs have in place processes to identify, assess, monitor, manage and mitigate proliferation financing risks.",,,FALSE
This may be done within the framework of their existing targeted financial sanctions and/or compliance programmes.,D,Verify that this is done within the framework of their existing targeted financial sanctions and/or compliance programmes.,,,FALSE
Countries should ensure full implementation of Recommendation 7 in any risk scenario.,D,Verify that countries have fully implemented Recommendation 7 in any risk scenario.,,,FALSE
"Where there are higher risks, countries should require financial institutions and DNFBPs to take proportionate measures to manage and mitigate the risks.",D,"Verify that where there are higher risks, financial institutions and DNFBPs are required to take proportionate measures to manage and mitigate those risks.",,,FALSE
"Where the risks are lower, they should ensure that the measures applied are proportionate to the level of risk, while still ensuring full implementation of the targeted financial sanctions as required by Recommendation 7.",D,"Verify that where the risks are lower, the measures applied are proportionate to the level of risk, while still ensuring full implementation of the targeted financial sanctions as required by Recommendation 7.",,,FALSE
"Paragraphs 1 and 2 of the Interpretive Note to Recommendation 7, and the related footnotes, set out the scope of Recommendation 7 obligations; including that it is limited to targeted financial sanctions and does not cover other requirements of the UNSCRs.",O,"Verify that the scope of Recommendation 7 obligations, as set out in Paragraphs 1 and 2 of the Interpretive Note to Recommendation 7 and its related footnotes, is limited to targeted financial sanctions and does not cover other requirements of the UNSCRs.",,,FALSE
"The requirements of the FATF Standards relating to proliferation financing are limited to Recommendations 1, 2, 7 and 15 only.",O,"Verify that the requirements of the FATF Standards relating to proliferation financing are limited to Recommendations 1, 2, 7 and 15 only.",,,FALSE
"The requirements under Recommendation 1 for PF risk assessment and mitigation, therefore, do not expand the scope of other requirements under other Recommendations.",O,Verify that the requirements under Recommendation 1 for PF risk assessment and mitigation do not expand the scope of other requirements under other Recommendations.,,,FALSE
"Countries may decide to exempt a particular type of financial institution or DNFBP from the requirements to identify, assess, monitor, manage and mitigate proliferation financing risks, provided there is an assessed low risk of proliferation financing relating to such financial institutions or DNFBPs. ",D,"Verify that for any financial institution or DNFBP exempted by a country from the requirements to identify, assess, monitor, manage, and mitigate proliferation financing risks, there is an assessed low risk of proliferation financing relating to such financial institutions or DNFBPs.",,,FALSE
"However, full implementation of the targeted financial sanctions as required by Recommendation 7 is mandatory in all cases.",D,Verify that targeted financial sanctions are fully implemented as required by Recommendation 7 in all cases.,,,FALSE
"Countries should take appropriate steps to identify and assess the money laundering and terrorist financing risks for the country, on an ongoing basis and in order to: (i) inform potential changes to the country’s AML/CFT regime, including changes to laws, regulations and other measures; (ii) assist in the allocation and prioritisation of AML/CFT resources proportionate to the ML/TF risks by competent authorities; and (iii) make information available for AML/CFT risk assessments conducted by financial institutions and DNFBPs.",D,"Verify that countries take appropriate steps to identify and assess the money laundering and terrorist financing risks for the country, on an ongoing basis, and that these steps are taken in order to: (i) inform potential changes to the country's AML/CFT regime, including changes to laws, regulations and other measures; (ii) assist in the allocation and prioritisation of AML/CFT resources proportionate to the ML/TF risks by competent authorities; and (iii) make information available for AML/CFT risk assessments conducted by financial institutions and DNFBPs.",,,FALSE
"Countries should keep the assessments up-to-date, and should have mechanisms to provide appropriate information on the results to all relevant competent authorities and self-regulatory bodies (SRBs), financial institutions and DNFBPs.",D,"Verify that countries keep the assessments up-to-date and have mechanisms to provide appropriate information on the results to all relevant competent authorities, self-regulatory bodies (SRBs), financial institutions, and DNFBPs.",,,FALSE
"Where countries identify higher risks, they should ensure that their AML/CFT regime addresses these higher risks, and, without prejudice to any other measures taken by countries to mitigate these higher risks, either prescribe that financial institutions and DNFBPs take enhanced measures to manage and mitigate the risks, or ensure that this information is incorporated into risk assessments carried out by financial institutions and DNFBPs, in order to manage and mitigate risks appropriately.",D,"Verify that where countries identify higher risks, their AML/CFT regime addresses these higher risks, and, without prejudice to any other measures taken by countries to mitigate these higher risks, they either prescribe that financial institutions and DNFBPs take enhanced measures to manage and mitigate the risks, or ensure that this information is incorporated into risk assessments carried out by financial institutions and DNFBPs, in order to manage and mitigate risks appropriately.",,,FALSE
"Where the FATF Recommendations identify higher risk activities for which enhanced or specific measures are required, all such measures must be applied, although the extent of such measures may vary according to the specific level of risk.",D,"Verify that for all higher risk activities identified by the FATF Recommendations, all required enhanced or specific measures are applied, and the extent of those measures is appropriate for the specific level of risk.",,,FALSE
"Countries should allow and encourage the use of simplified measures by financial institutions and DNFBPs for FATF Recommendations requiring financial institutions or DNFBPs to take risk-based actions, provided that a lower risk has been identified with due regard to the country’s assessment of its money laundering and terrorist financing risks, as referred to in paragraph 5.",D,"Verify that countries allow and encourage the use of simplified measures by financial institutions and DNFBPs for FATF Recommendations requiring them to take risk-based actions, provided that a lower risk has been identified based on the country’s assessment of its money laundering and terrorist financing risks.",,,FALSE
"Independent of any decision by a country to specify certain lower risk categories in line with the first part of paragraph 7, countries should allow and encourage financial institutions and DNFBPs to apply simplified measures, subject to the requirements set out in section B below (“Obligations and decisions for financial institutions and DNFBPs”), and in paragraph 9 below.",D,"Verify that, independent of any decision by a country to specify certain lower risk categories in line with the first part of paragraph 7, countries allow and encourage financial institutions and DNFBPs to apply simplified measures, subject to the requirements set out in section B (“Obligations and decisions for financial institutions and DNFBPs”), and in paragraph 9.",,,FALSE
"Countries may decide not to apply some of the FATF Recommendations requiring financial institutions or DNFBPs to take certain actions, provided: (a) there is an assessed low risk of money laundering and terrorist financing; the exemption occurs in limited and justified circumstances; and it relates to a particular type of financial institution or activity, or DNFBP; or (b) a financial activity (other than the transferring of money or value) is carried out by a natural or legal person on an occasional or very limited basis (having regard to quantitative and absolute criteria), such that there is low risk of money laundering and terrorist financing.",D,"Verify that if a country decides not to apply a FATF Recommendation requiring financial institutions or DNFBPs to take certain actions, the decision is justified because either: (a) there is an assessed low risk of money laundering and terrorist financing, the exemption occurs in limited and justified circumstances, and it relates to a particular type of financial institution or activity, or DNFBP; or (b) a financial activity, other than the transferring of money or value, is carried out by a natural or legal person on an occasional or very limited basis, such that there is a low risk of money laundering and terrorist financing.",,,FALSE
"Where appropriate, AML/CFT risk assessments at a supra-national level should be taken into account when considering whether this obligation is satisfied.",D,"Verify that where appropriate, AML/CFT risk assessments at a supra-national level are taken into account when considering whether this obligation is satisfied.",,,FALSE
"While the information gathered may vary according to the level of risk, the requirements of Recommendation 11 to retain information should apply to whatever information is gathered.",D,"Verify that the requirements of Recommendation 11 to retain information apply to all information gathered, regardless of the level of risk.",,,FALSE
Supervisors (or SRBs for relevant DNFBPs sectors) should ensure that financial institutions and DNFBPs are effectively and proportionately implementing the obligations set out below.,D,Verify that Supervisors (or SRBs for relevant DNFBPs sectors) ensure that financial institutions and DNFBPs are effectively and proportionately implementing the obligations set out below.,,,FALSE
"When carrying out this function, supervisors and SRBs should, as and when required in accordance with the Interpretive Notes to Recommendations 26 and 28, review the money laundering and terrorist financing risk profiles, risk assessments and risk mitigation measures undertaken by financial institutions and DNFBPs, and take the result of this review into consideration.",D,"Verify that supervisors and SRBs, as and when required in accordance with the Interpretive Notes to Recommendations 26 and 28, review the money laundering and terrorist financing risk profiles, risk assessments and risk mitigation measures undertaken by financial institutions and DNFBPs, and take the result of this review into consideration.",,,FALSE
"Countries(6) should take appropriate steps to identify and assess the proliferation financing risks for the country, on an ongoing basis and in order to: (i) inform potential changes to the country’s CPF regime, including changes to laws, regulations and other measures; (ii) assist in the allocation and prioritisation of CPF resources by competent authorities; and (iii) make information available for PF risk assessments conducted by financial institutions and DNFBPs.",D,"Verify that the country takes appropriate steps to identify and assess its proliferation financing risks on an ongoing basis in order to: (i) inform potential changes to its CPF regime, including changes to laws, regulations and other measures; (ii) assist in the allocation and prioritisation of CPF resources by competent authorities; and (iii) make information available for PF risk assessments conducted by financial institutions and DNFBPs.",,,FALSE
"Countries should keep the assessments up-to-date, and should have mechanisms to provide appropriate information on the results to all relevant competent authorities and SRBs, financial institutions and DNFBPs.",D,"Verify that countries keep assessments up-to-date and have mechanisms to provide appropriate information on the results to all relevant competent authorities, SRBs, financial institutions, and DNFBPs.",,,FALSE
Countries should take appropriate steps to manage and mitigate the proliferation financing risks that they identify.,D,Verify that countries take appropriate steps to manage and mitigate the proliferation financing risks that they identify.,,,FALSE
"Countries should develop an understanding of the means of potential breaches, evasion and non-implementation of targeted financial sanctions present in their countries that can be shared within and across competent authorities and with the private sector. ",D,"Verify that countries have developed an understanding of the means of potential breaches, evasion and non-implementation of targeted financial sanctions present in their countries, and that this understanding can be shared within and across competent authorities and with the private sector.",,,FALSE
"Countries should ensure that financial institutions and DNFBPs take steps to identify circumstances, which may present higher risks and ensure that their CPF regime addresses these risks.",D,Verify that financial institutions and DNFBPs take steps to identify circumstances which may present higher risks and that their CPF regime addresses these risks.,,,FALSE
Countries should ensure full implementation of Recommendation 7 in any risk scenario.,D,Verify that countries ensure full implementation of Recommendation 7 in any risk scenario.,,,FALSE
"Where there are higher risks, countries should require financial institutions and DNFBPs to take proportionate measures to manage and mitigate these risks.",D,"Verify that where there are higher risks, countries require financial institutions and DNFBPs to take proportionate measures to manage and mitigate these risks.",,,FALSE
"Correspondingly, where the risks are lower, they should ensure that the measures applied are proportionate to the level of risk, while still ensuring full implementation of the targeted financial sanctions as required by Recommendation 7.",D,"Verify that where the risks are lower, the measures applied are proportionate to the level of risk, while still ensuring full implementation of the targeted financial sanctions as required by Recommendation 7.",,,FALSE
"Financial institutions and DNFBPs should be required to take appropriate steps to identify and assess their money laundering and terrorist financing risks (for customers, countries or geographic areas; and products, services, transactions or delivery channels).",D,"Verify that financial institutions and DNFBPs have taken appropriate steps to identify and assess their money laundering and terrorist financing risks for customers, countries or geographic areas, and products, services, transactions or delivery channels.",,,FALSE
"They should document those assessments in order to be able to demonstrate their basis, keep these assessments up to date, and have appropriate mechanisms to provide risk assessment information to competent authorities and SRBs.",D,"Verify that assessments are documented to demonstrate their basis, that these assessments are kept up to date, and that appropriate mechanisms are in place to provide risk assessment information to competent authorities and SRBs.",,,FALSE
The nature and extent of any assessment of money laundering and terrorist financing risks should be appropriate and proportionate to the nature and size of the business.,D,Verify that the nature and extent of any assessment of money laundering and terrorist financing risks is appropriate and proportionate to the nature and size of the business.,,,FALSE
"Financial institutions and DNFBPs should always understand their money laundering and terrorist financing risks, but competent authorities or SRBs may determine that individual documented risk assessments are not required, if the specific risks inherent to the sector are clearly identified and understood.",D,"Verify that for any financial institution or DNFBP that does not have an individual documented risk assessment, a competent authority or SRB has determined one is not required because the specific risks inherent to the sector are clearly identified and understood.",,,FALSE
"Where appropriate, PF risk assessments at a supra-national level should be taken into account when considering whether this obligation is satisfied",D,"Verify that, where appropriate, PF risk assessments at a supra-national level are taken into account when considering whether this obligation is satisfied.",,,FALSE
"Financial institutions and DNFBPs should be required to have policies, controls and procedures that enable them to manage and mitigate effectively the risks that have been identified (either by the country or by the financial institution or DNFBP).",D,"Verify that financial institutions and DNFBPs have policies, controls, and procedures that enable them to effectively manage and mitigate risks identified either by the country or by the financial institution or DNFBP.",,,FALSE
"They should be required to monitor the implementation of those policies, controls and procedures, and apply proportionate measures in line with the risks.",D,"Verify that the implementation of policies, controls, and procedures is monitored and that proportionate measures are applied in line with the risks.",,,FALSE
"The policies, controls and procedures should be approved by senior management, and the measures taken to manage and mitigate the risks (whether higher or lower) should be proportionate to the risks as identified and consistent with national requirements and with guidance from competent authorities and SRBs.",D,"Verify that the policies, controls, and procedures are approved by senior management, and that the measures taken to manage and mitigate risks are proportionate to the identified risks and consistent with national requirements and with guidance from competent authorities and SRBs.",,,FALSE
Where higher risks are identified financial institutions and DNFBPs should be required to take enhanced measures to manage and mitigate the risks.,D,"Verify that where higher risks are identified, financial institutions and DNFBPs are required to take enhanced measures to manage and mitigate those risks.",,,FALSE
"Where lower risks are identified, financial institutions and DNFBPs should be allowed and encouraged to take simplified measures to manage and mitigate those risks.",D,"Verify that where lower risks are identified, financial institutions and DNFBPs are allowed and encouraged to take simplified measures to manage and mitigate those risks.",,,FALSE
"When assessing risk, financial institutions and DNFBPs should consider all the relevant risk factors before determining what is the level of overall risk and the appropriate level of mitigation to be applied.",D,"Verify that when assessing risk, financial institutions and DNFBPs consider all the relevant risk factors before determining the level of overall risk and the appropriate level of mitigation to be applied.",,,FALSE
"Financial institutions and DNFBPs should consider differentiating the extent of measures, depending on the type and level of risk for the various risk factors (e.g. in a particular situation, they could apply normal CDD for customer acceptance measures, but simplified or enhanced CDD for ongoing monitoring, or vice versa) to mitigate the risk.",D,"Verify that financial institutions and DNFBPs differentiate the extent of measures, depending on the type and level of risk for the various risk factors (e.g. by applying normal CDD for customer acceptance measures but simplified or enhanced CDD for ongoing monitoring, or vice versa) to mitigate the risk.",,,FALSE
"Financial institutions and DNFBPs should be required to take appropriate steps, to identify and assess their proliferation financing risks.  ",D,Verify that financial institutions and DNFBPs take appropriate steps to identify and assess their proliferation financing risks.,,,FALSE
This may be done within the framework of their existing targeted financial sanctions and/or compliance programmes.,D,Verify that this is done within the framework of their existing targeted financial sanctions and/or compliance programmes.,,,FALSE
"They should document those assessments in order to be able to demonstrate their basis, keep these assessments up to date, and have appropriate mechanisms to provide risk assessment information to competent authorities and SRBs.",D,"Verify that assessments are documented to demonstrate their basis, are kept up to date, and that appropriate mechanisms are in place to provide risk assessment information to competent authorities and SRBs.",,,FALSE
The nature and extent of any assessment of proliferation financing risks should be appropriate to the nature and size of the business.,D,Verify that the nature and extent of any assessment of proliferation financing risks are appropriate to the nature and size of the business.,,,FALSE
"Financial institutions and DNFBPs should always understand their proliferation financing risks, but competent authorities or SRBs may determine that individual documented risk assessments are not required, if the specific risks inherent to the sector are clearly identified and understood.",D,"Verify that for every financial institution and DNFBP, if an individual documented risk assessment is not present, it is because a competent authority or SRB has determined it is not required on the basis that the specific risks inherent to the sector are clearly identified and understood.",,,FALSE
"Financial institutions and DNFBPs should have policies, controls and procedures to manage and mitigate effectively the risks that have been identified. ",D,"Verify that financial institutions and DNFBPs have policies, controls, and procedures to effectively manage and mitigate identified risks.",,,FALSE
This may be done within the framework of their existing targeted financial sanctions and/or compliance programmes. ,D,Verify that this is done within the framework of their existing targeted financial sanctions and/or compliance programmes.,,,FALSE
"They should be required to monitor the implementation of those controls and to enhance them, if necessary.",D,"Verify that the implementation of those controls is monitored and that they are enhanced, if necessary.",,,FALSE
"The policies, controls and procedures should be approved by senior management, and the measures taken to manage and mitigate the risks (whether higher or lower) should be consistent with national requirements and with guidance from competent authorities and SRBs.",D,"Verify that the policies, controls, and procedures are approved by senior management, and that the measures taken to manage and mitigate the risks (whether higher or lower) are consistent with national requirements and with guidance from competent authorities and SRBs.",,,FALSE
Countries should ensure full implementation of Recommendation 7 in any risk scenario. ,D,Verify that countries ensure full implementation of Recommendation 7 in any risk scenario.,,,FALSE
"Where there are higher risks, countries should require financial institutions and DNFBPs to take proportionate measures to manage and mitigate the risks (i.e. introducing enhanced controls aimed at detecting possible breaches, non-implementation or evasion of targeted financial sanctions under Recommendation 7)",D,"Verify that where there are higher risks, countries require financial institutions and DNFBPs to take proportionate measures to manage and mitigate the risks, including introducing enhanced controls aimed at detecting possible breaches, non-implementation or evasion of targeted financial sanctions under Recommendation 7.",,,FALSE
"Correspondingly, where the risks are lower, they should ensure that those measures are proportionate to the level of risk, while still ensuring full implementation of the targeted financial sanctions as required by Recommendation 7.",D,"Verify that where the risks are lower, the measures are proportionate to the level of risk, and that the full implementation of targeted financial sanctions as required by Recommendation 7 is still maintained.",,,FALSE
"Proportionate in the context of the risk-based approach adopted by the FATF Recommendations, a proportionate or commensurate measure or action is one that appropriately corresponds to the level of identified risk and effectively mitigates the risks.",O,"Verify that any proportionate or commensurate measure or action appropriately corresponds to the level of identified risk and effectively mitigates the risks, in the context of the risk-based approach adopted by the FATF Recommendations.",,,FALSE
"Countries should establish appropriate inter-agency frameworks for co-operation and co-ordination with respect to combating money laundering, terrorist financing and the financing of proliferation. ",D,"Verify that countries have established appropriate inter-agency frameworks for co-operation and co-ordination with respect to combating money laundering, terrorist financing and the financing of proliferation.",,,FALSE
"These may be a single framework or different frameworks for ML, TF and PF respectively.",D,"Verify that the frameworks for ML, TF, and PF are either a single framework or different frameworks respectively.",,,FALSE
"Such frameworks should be led by one or more designated authorities, or another mechanism that is responsible for setting national policies and ensuring co-operation and co-ordination among all the relevant agencies.",D,"Verify that such frameworks are led by one or more designated authorities, or another mechanism that is responsible for setting national policies and ensuring co-operation and co-ordination among all the relevant agencies.",,,FALSE
"Inter-agency frameworks should include the authorities relevant to combating ML, TF and PF.",D,"Verify that inter-agency frameworks include the authorities relevant to combating ML, TF and PF.",,,FALSE
"Countries should ensure that there are mechanisms in place to permit effective operational co-operation, and where appropriate, co-ordination and timely sharing of relevant information domestically between different competent authorities for operational purposes related to AML, CFT and CPF, both proactive and upon request. ",D,"Verify that there are mechanisms in place to permit effective operational co-operation, and where appropriate, co-ordination and timely sharing of relevant information domestically between different competent authorities for operational purposes related to AML, CFT and CPF, both proactive and upon request.",,,FALSE
"These could include: (a) measures to clarify the role, information needs and information sources of each relevant authority; (b) measures to facilitate the timely flow of information among relevant authorities (e.g. standard formats and secure channels), and (c) practical mechanisms to facilitate inter-agency work (e.g. joint teams or shared data platforms).",P,"Verify that there are: (a) Measures to clarify the role, information needs and information sources of each relevant authority; (b) Measures to facilitate the timely flow of information among relevant authorities (e.g. standard formats and secure channels); and (c) Practical mechanisms to facilitate inter-agency work (e.g. joint teams or shared data platforms).",,,FALSE
